what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350355104436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350355105951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350355135363
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350355139464
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1350355141071
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1350355144023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350355149227
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350355152569
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350355153870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350355157420
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350355159821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350355164802
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350355181736
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350355182081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350355182148
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350355184916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350355192203
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350355193069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350355203155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350355210646
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350355211813
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350355212696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350355214478
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350355226144
