what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491672040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491675066
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491677650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491715301
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491717451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491731382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491761086
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350491763267
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350491766116
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350491766240
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350491779981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491829924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491834365
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350491847247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491853000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491856921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1350491858496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491860170
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491862298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491865514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491868862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491870457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491875523
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1350491876324
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1350491877291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491931569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350491944421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1350491949022
