what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350575966501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350575968111
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350575970106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350575974912
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1350575977185
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350575978222
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350575979591
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350575985530
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1350575991029
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1350575999180
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1350576000396
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1350576001316
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1350576002436
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576004311
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576010999
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1350576032091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576041147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576050137
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1350576063292
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350576064833
started,bundle,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser",1350576076540
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350576076603
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350576076634
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350576083687
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350576083687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576087038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576214315
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576215138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576221696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1350576241036
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350576245870
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350576249639
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350576249666
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350576266160
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350576266160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350576329029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576336938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576371969
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1350576383948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350576402812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576406903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576412114
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576422718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576457466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350576520743
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350576524211
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350576526727
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350576526756
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350576532813
activated,editor,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.core.csssource.source",1350576538714
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1350576580321
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350576586160
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1350576609780
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1350576610022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1350576610220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1350576610741
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1350576611578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350576623807
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350576627799
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576641356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576662594
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350576664032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350576693440
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350576695236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576707106
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576717482
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350576719601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350576768048
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350576770323
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350576779989
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350576789753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576795995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576798802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576802470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576831003
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350576838791
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350576865173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576874151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576878216
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350576878247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576882282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576884477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576903998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576905536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576908796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576911348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576912740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576917691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576926375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576928012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576934178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576935934
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350576940743
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350576944165
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350576953650
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1350576957296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350576959204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350577002146
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350577008498
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1350577010324
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1350577014454
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1350577033918
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350577036208
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350577137827
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350577143611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350577172157
